id,id_item,x1,y1,z1,id,id_bone,id_taxon,id_archaeologicalSite,level,layer,sector,square,side,x_localization,y_localization,z_localization,age,size,name
45,1384,85,76.072,33.144,18.041,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
46,1385,85,74.8372,40.0659,44.861,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
47,1386,85,73.188,39.646,44.739,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
48,1387,85,71.532,40.321,45.298,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
49,1388,85,71.1054,38.8177,43.7063,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
50,1389,85,75.5754,39.2007,43.9716,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
51,1390,85,68.926,39.125,44.869,85,1,2,7,-9999,-9999,-9999,-9999,Right,0,0,0,Prime,Large,C 11B
52,1391,88,64.002,53.993,28.613,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
53,1392,88,69.755,53.705,28.755,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
54,1393,88,76.719,52.888,29.229,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
55,1394,88,82.3539,52.1754,30.9874,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
56,1395,88,82.5869,52.0463,28.6344,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
57,1396,88,110.35,47.5133,28.4447,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
58,1397,88,113.745,47.0662,28.0789,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
59,1398,88,109.308,48.1141,30.8293,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
60,1399,88,112.94,48.2839,36.3502,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
61,1400,88,109.569,48.3715,36.2979,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
62,1401,88,112.813,46.853,37.757,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
63,1402,88,110.296,46.081,38.458,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
64,1403,88,107.567,47.1143,37.6934,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
65,1404,88,110.065,47.471,37.332,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
66,1405,88,106.326,45.364,39.386,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
67,1406,88,103.796,44.9787,39.9025,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
68,1407,88,111.26,44.823,39.374,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
69,1408,88,100.089,44.894,40.354,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
70,1409,88,75.9352,43.964,43.762,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
71,1410,88,69.416,45.97,43.283,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
72,1411,88,78.544,41.369,44.229,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
73,1412,88,79.612,34.29,44.13,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
74,1413,88,76.5877,25.8966,41.5604,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
75,1414,88,78.925,25.932,38.026,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
76,1415,88,81.263,25.587,36.562,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
77,1416,88,84.063,27.489,39.75,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
78,1417,88,85.217,25.798,36.856,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
79,1418,88,78.941,24.231,33.436,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
80,1419,88,81.9252,23.947,32.3068,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
81,1420,88,82.335,23.804,27.779,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
82,1421,88,85.917,23.719,30.112,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
83,1422,88,83.233,24.721,24.141,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
84,1423,88,88.3528,24.4117,24.6714,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
85,1424,88,88.766,25.413,21.997,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
86,1425,88,94.2984,26.6188,19.3446,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
87,1426,88,91.2948,26.9086,19.1915,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
88,1427,88,95.76,25.449,21.431,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
89,1428,88,94.4261,24.9026,23.1462,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
90,1429,88,95.959,24.336,24.382,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
91,1430,88,97.4262,27.1946,18.4771,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
92,1431,88,85.1606,27.601,18.7117,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
93,1432,88,86.5464,29.6741,17.0436,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
94,1433,88,87.395,28.388,17.901,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
95,1434,88,85.1912,30.6903,16.6178,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
96,1435,88,89.2081,30.5242,16.6127,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
97,1436,88,94.319,30.216,16.629,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
98,1437,88,100.933,29.6899,16.7676,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
99,1438,88,105.288,30.352,16.549,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
100,1439,88,112.172,29.6926,16.911,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
101,1440,88,108.706,32.2476,16.0537,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
102,1441,88,87.1264,35.3628,16.5886,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
103,1442,88,90.7672,38.4129,17.5957,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
104,1443,88,91.337,40.478,18.593,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
105,1444,88,88.3474,40.8358,18.7325,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
106,1445,88,88.1678,43.0989,20.2939,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
107,1446,88,90.777,47.537,25.348,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
108,1447,88,88.1472,45.89,23.0719,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
109,1448,88,89.448,51.106,30.301,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
110,1449,88,96.949,42.451,20.062,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
111,1450,88,96.991,43.734,21.246,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
112,1451,88,95.958,47.573,26.078,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
113,1452,88,107.657,43.232,20.965,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
114,1453,88,111.916,43.6281,21.562,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
115,1454,88,109.587,45.5622,24.3027,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
116,1455,88,107.921,45.601,24.1888,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
117,1456,88,123.124,47.5724,31.9269,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
118,1457,88,128.873,47.2865,31.8059,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
119,1458,88,125.32,47.781,35.629,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
120,1459,88,129.694,47.5752,34.1975,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
121,1460,88,131.602,33.2707,17.5516,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
122,1461,88,133.145,35.748,17.734,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
123,1462,88,130.642,37.175,17.896,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
124,1463,88,137.738,36.3463,18.4105,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
125,1464,88,140.04,39.0511,19.5481,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
126,1465,88,144.506,38.564,19.8409,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
127,1466,88,136.517,38.531,18.957,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
128,1467,88,136.862,34.035,18.146,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
129,1468,88,142.431,33.6484,18.9537,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
130,1469,88,143.608,33.342,19.152,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
131,1470,88,138.574,31.819,18.846,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
132,1471,88,141.743,30.228,19.886,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
133,1472,88,136.366,28.218,20.195,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
134,1473,88,132.519,28.451,19.404,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
135,1474,88,127.9,28.9207,18.6002,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
136,1475,88,129.327,26.814,20.308,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
137,1476,88,133.712,30.957,18.372,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
138,1477,88,125.211,24.833,22.876,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
139,1478,88,122.263,24.181,24.579,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
140,1479,88,120.935,24.105,25.065,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
141,1480,88,127.118,25.361,22.107,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
142,1481,88,126.672,27.189,19.726,88,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Unknown,Large,C 12
143,1482,90,57.6195,54.9485,28.5477,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
144,1483,90,57.8195,54.6993,27.1487,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
145,1484,90,64.12,53.992,28.213,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
146,1485,90,71.027,53.526,28.684,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
147,1486,90,96.326,49.996,34.563,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
148,1487,90,94.074,50.379,30.558,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
149,1488,90,91.409,48.036,38.299,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
150,1489,90,95.958,47.573,26.078,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
151,1490,90,103.137,49.4115,33.4371,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
152,1491,90,103.802,48.043,28.1838,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
153,1492,90,115.045,48.065,34.025,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
154,1493,90,99.7937,36.593,17.0118,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
155,1494,90,99.457,40.401,18.746,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
156,1495,90,188.833,46.7252,32.4628,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
157,1496,90,174.207,45.2079,29.4178,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
158,1497,90,187.048,41.194,27.5569,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
159,1498,90,179.857,39.056,25.752,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
160,1499,90,176.899,37.6377,24.9816,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
161,1500,90,187.434,35.281,27.162,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
162,1501,90,178.944,29.1692,27.7538,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
163,1502,90,175.289,28.6848,27.2805,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
164,1503,90,175.874,26.514,30.109,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
165,1504,90,170.994,32.3713,24.4056,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
166,1505,90,184.556,30.6427,28.0227,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
167,1506,90,180.946,26.906,30.582,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
168,1507,90,173.414,25.226,32.49,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
169,1508,90,143.955,28.0337,21.5051,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
170,1509,90,139.5,28.9978,20.2356,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
171,1510,90,143.939,25.518,24.502,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
172,1511,90,143.223,30.0797,20.1986,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
173,1512,90,140.898,24.2996,27.0625,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
174,1513,90,74.379,34.536,16.371,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
175,1514,90,80.1538,34.372,16.2076,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
176,1515,90,75.016,24.01,29.365,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
177,1516,90,75.598,25.382,22.472,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
178,1517,90,75.553,24.08,32.133,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
179,1518,90,83.996,23.975,32.256,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
180,1519,90,79.0819,26.7899,19.8529,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
181,1520,90,166.153,35.845,45.192,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
182,1521,90,172.721,46.1613,42.8049,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
183,1522,90,165.179,45.8204,41.7266,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
184,1523,90,181.539,46.927,44.451,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
185,1524,90,169.131,45.888,42.656,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
186,1525,90,174.984,45.9882,44.1992,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
187,1526,90,178.629,47.6893,38.5994,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
188,1527,90,175.837,47.399,39.047,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
189,1528,90,177.654,46.408,44.112,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
190,1529,90,172.12,46.841,39.96,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
191,1530,90,169.062,46.451,40.367,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
192,1531,90,169.115,47.0961,35.1769,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
193,1532,90,182.21,43.8311,48.7094,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
194,1533,90,175.526,42.5577,47.1283,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
195,1534,90,170.514,43.0056,45.5764,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
196,1535,90,168.324,40.368,45.941,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
197,1536,90,178.328,41.2013,48.2072,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
198,1537,90,162.552,42.409,43.841,90,1,2,7,-9999,-9999,-9999,-9999,Left,0,0,0,Prime,Large,C 13
